DateTime,AddedIPs,RemovedIPs
1548013323,48,0
1548014523,27,82
1548015723,48,83
1548016323,29,32
1548016923,24,0
1548017523,21,20
1548018123,21,22
1548019322,28,0
1548019924,41,39
1548020523,33,32
1548021123,33,37
1548021723,40,37
1548022924,30,0
1548023523,28,31
1548024123,39,33
1548025325,31,21
1548025924,35,34
1548026523,32,17
1548027123,38,24
1548027724,31,0
1548028925,34,75
1548029523,41,0
1548030123,34,30
1548030723,30,39
1548031323,34,0
1548031923,34,42
1548032523,38,38
1548033124,41,0
1548033724,29,0
1548034922,35,88
1548035522,37,29
1548036123,17,51
1548036723,42,0
1548037323,33,28
1548037923,70,25
1548038523,35,21
1548039123,35,31
1548039723,42,40
1548040922,34,0
1548042123,28,69
1548043324,31,36
1548044522,33,32
1548045123,29,61
1548045723,27,33
1548046923,32,0
1548047523,32,26
1548048124,18,0
1548049323,36,63
1548050523,25,0
1548051123,19,28
1548051723,45,0
1548052323,30,28
1548052923,34,26
1548053523,36,25
1548054124,38,0
1548055323,33,93
1548055922,37,0
1548056522,41,27
1548057723,31,39
1548058323,34,36
1548058923,40,0
1548059522,26,73
1548060123,41,0
1548060723,34,55
1548061322,34,0
1548061923,29,32
1548062523,17,28
1548063123,26,21
1548063723,23,57
1548064924,37,22
1548066123,47,22
1548067323,42,27
1548068523,28,66
1548069123,32,32
1548069723,42,42
1548070322,23,32
1548070922,31,44
1548071523,27,39
1548072123,40,79
1548073322,25,0
1548074523,33,93
1548075123,27,0
1548075723,29,81
1548076922,28,37
1548078123,37,36
1548079323,45,73
1548080523,31,37
1548081724,47,65
1548082924,45,74
1548083524,32,0
1548084123,40,71
1548084723,43,0
1548085323,30,25
1548086523,36,71
1548087723,70,55
1548088323,40,0
1548088924,44,75
1548090123,41,39
1548090723,37,0
1548091322,32,33
1548091922,37,0
1548092523,38,27
1548093723,32,0
1548094324,29,29
1548094923,43,0
1548095523,32,37
1548096124,39,39
1548097324,30,15
1548097923,40,27
1548098523,34,25
1548099123,24,37
1548099723,36,32
1548100323,40,0
1548100923,41,33
1548101523,38,0
1548102123,26,37
1548103322,51,60
1548104522,45,29
1548105723,34,64
1548106324,31,41
1548106922,47,0
1548108123,42,76
1548108723,25,38
1548109324,44,34
1548109922,44,0
1548110523,54,32
1548111723,27,68
1548112923,25,38
1548113523,24,34
1548114123,33,39
1548114723,34,32
1548115324,34,0
1548116522,39,69
1548117123,28,75
1548117722,35,34
1548118922,30,64
1548120123,36,47
1548121323,27,69
1548121922,41,32
1548122524,41,0
1548123123,35,53
1548123723,37,27
1548124323,34,72
1548124924,75,0
1548125523,30,88
1548126124,39,0
1548127323,41,76
1548127923,39,0
1548128523,47,27
1548129722,36,26
1548130922,40,0
1548131523,36,30
1548132122,34,44
1548133323,32,75
1548133923,33,0
1548134523,36,54
1548135723,23,0
1548136323,22,36
1548136923,33,0
1548137523,29,68
1548138122,40,34
1548138723,29,27
1548139323,30,0
1548139922,34,60
1548140523,39,37
1548141723,31,0
1548142924,34,64
1548144124,37,36
1548144725,38,37
1548145323,35,40
1548146523,31,59
1548147122,43,31
1548147724,41,30
1548148924,34,90
1548150123,33,34
1548151323,37,38
1548152523,23,72
1548153123,29,0
1548153723,36,42
1548154924,29,0
1548156123,31,126
1548156723,33,0
1548157322,24,54
1548158523,31,41
1548159723,27,42
1548160322,40,21
1548160923,35,0
1548161522,27,31
1548162124,38,70
1548162723,34,0
1548163322,33,35
1548164522,40,30
1548165123,40,0
1548165724,40,43
1548166323,37,0
1548166923,38,28
1548168123,27,34
1548169323,31,0
1548169923,36,36
1548170522,28,68
1548171723,23,35
1548172923,25,31
1548174123,32,33
1548174724,30,107
1548175323,38,0
1548175923,25,43
1548176523,40,40
1548177723,34,33
1548178923,27,67
1548179523,30,34
1548180123,32,0
1548180723,38,61
1548181323,43,0
1548181923,25,45
1548182522,26,33
1548183723,38,53
1548184924,41,71
1548186123,42,80
1548187322,39,33
1548187924,33,42
1548188523,25,37
1548189723,39,80
1548190923,27,35
1548192123,37,0
1548192724,38,27
1548193322,41,24
1548194523,35,83
1548195123,23,0
1548195722,29,28
1548196922,25,164
1548198122,27,27
1548198723,38,0
1548199323,45,42
1548199924,28,23
1548200523,31,0
1548201724,31,105
1548202323,28,0
1548202923,30,30
1548203522,28,0
1548204122,31,33
1548204724,40,26
1548205323,23,33
1548206523,41,0
1548207722,30,60
1548208922,32,59
1548209524,31,44
1548210123,27,46
1548210722,28,34
1548211322,26,0
1548212522,33,154
1548213124,32,0
1548213723,60,40
1548214923,28,45
1548216123,30,76
1548217322,39,0
1548218522,42,63
1548219723,34,33
1548220923,22,123
1548221523,26,0
1548222123,27,29
1548222722,41,29
1548223324,42,36
1548223924,40,0
1548224523,40,29
1548225123,33,72
1548225723,38,35
1548226323,39,31
1548226923,35,0
1548228123,46,70
1548228723,49,0
1548229323,38,40
1548229923,45,0
1548230523,39,40
1548231126,42,38
1548231723,26,34
1548232322,43,0
1548232923,42,34
1548234123,42,92
1548234723,32,0
1548235323,27,0
1548235923,51,27
1548236523,46,24
1548237723,30,30
1548238923,31,0
1548239523,40,36
1548240123,50,83
1548241324,32,0
